
Graph 1, order 15000.
8991 : 5319 14613 9069 228;
8992 : 4926 12715 1106 5139;
8993 : 2884 7766 7999 13452;
8994 : 10106 12358 14657 6792;
8995 : 2623 2635 1579 9846;
8996 : 13399 4960 11535 623;
8997 : 7674 8363 9041 9787;
8998 : 852 8720 14877 7037;
8999 : 1780 13272 7601 12326;
9000 : 7941 7102 2117 7992;
9001 : 4419 9886 1431 13761;
9002 : 11196 14807 13779 7827;
9003 : 4206 7604 4084 7925;
9004 : 5751 12700 2596 3247;
9005 : 9217 13189 4880 13483;
9006 : 6080 11182 13642 880;
9007 : 9974 14473 7739 9675;
9008 : 4293 10083 8594 13139;
9009 : 3517 452 2574 7248;
9010 : 11235 10436 584 11716;
9011 : 3908 475 713 2828;
9012 : 11150 1097 1697 1640;
9013 : 3132 10390 8508 4540;
9014 : 9182 6877 1860 1996;
9015 : 907 1762 9538 7323;
9016 : 4231 11156 546 13229;
9017 : 12694 13706 14725 9536;
9018 : 13983 7149 11735 11032;
9019 : 10943 13705 11469 14023;
9020 : 5715 11384 11607 11284;
9021 : 1066 5198 11841 791;
9022 : 753 10819 9834 832;
9023 : 2455 14248 10056 10941;
9024 : 629 11185 6890 12198;
9025 : 12705 3180 10696 2797;
9026 : 8217 5247 7075 14134;
9027 : 7824 5410 10269 3557;
9028 : 6263 3780 9546 8852;
9029 : 13353 14744 13660 7466;
9030 : 10361 9952 13325 4670;
9031 : 6801 11588 13260 2;
9032 : 9953 14191 13966 14219;
9033 : 4145 12262 1732 11451;
9034 : 7427 5363 11208 5988;
9035 : 5523 896 12777 1073;
9036 : 132 10499 10161 4303;
9037 : 6452 9946 2910 181;
9038 : 4666 9403 9486 13212;
9039 : 2657 14001 9335 11302;
9040 : 4815 8433 2240 9567;
9041 : 9734 7474 8997 2889;
9042 : 7380 7917 6311 12594;
9043 : 13074 12144 2718 7422;
9044 : 7009 2208 8250 10829;
9045 : 7764 9373 1984 5004;
9046 : 11465 4960 11891 11270;
9047 : 13836 2109 8122 9844;
9048 : 3174 7261 6663 4126;
9049 : 10512 2837 7935 6817;
9050 : 3238 1205 4997 6379;
9051 : 12302 13561 4096 1099;
9052 : 4557 6796 5449 8871;
9053 : 11549 5121 7915 9702;
9054 : 13391 3468 14733 13930;
9055 : 9420 14618 14205 10487;
9056 : 4565 2989 11886 10302;
9057 : 14976 9431 8852 5985;
9058 : 8375 11523 2349 14426;
9059 : 6879 14806 8621 1866;
9060 : 1677 14211 798 8779;
9061 : 9477 10785 134 8667;
9062 : 1364 12733 6610 11010;
9063 : 13060 2348 1656 13964;
9064 : 4374 2628 928 8574;
9065 : 14540 10275 1667 14464;
9066 : 2768 5605 3362 3585;
9067 : 10215 3145 8967 11773;
9068 : 9425 8696 14345 9772;
9069 : 8991 3047 278 9912;
9070 : 7487 11738 3846 10898;
9071 : 5566 6199 8609 7101;
9072 : 9162 13632 13805 744;
9073 : 1320 1080 3709 13068;
9074 : 1490 6448 1359 8672;
9075 : 12463 7008 3960 9259;
9076 : 1359 12362 12760 4266;
9077 : 2021 9409 12288 1171;
9078 : 14429 8038 12473 8187;
9079 : 5255 7946 12017 12006;
9080 : 7329 4909 6557 8842;
9081 : 10353 1646 4001 14025;
9082 : 10864 7667 101 3019;
9083 : 11688 8896 14872 4133;
9084 : 12540 12458 11573 12951;
9085 : 8965 14025 1183 887;
9086 : 5092 418 6653 3250;
9087 : 11638 10080 397 11265;
9088 : 2746 11734 12962 304;
9089 : 8769 11705 14610 7639;
9090 : 11145 7662 7760 10490;
9091 : 12210 12249 6465 1745;
9092 : 12086 5696 4362 801;
9093 : 3110 8019 2340 10082;
9094 : 13767 3418 2590 1341;
9095 : 4222 12093 8379 10483;
9096 : 8430 4275 13354 13038;
9097 : 9941 4354 4688 12805;
9098 : 14711 12616 4674 9751;
9099 : 4388 3956 3647 14396;
9100 : 4459 3775 12484 11780;
9101 : 2971 8395 14038 429;
9102 : 3207 1685 10781 13516;
9103 : 13100 12337 1274 12438;
9104 : 10759 5082 6501 9159;
9105 : 12123 12977 10184 5560;
9106 : 4609 4039 12442 8373;
9107 : 7756 10110 12074 11023;
9108 : 3278 6634 1463 13275;
9109 : 7881 8598 2414 4453;
9110 : 5581 13055 3663 240;
9111 : 14933 5862 9869 2193;
9112 : 9234 7979 12458 7459;
9113 : 10958 6555 11970 3413;
9114 : 11431 3465 5208 9458;
9115 : 11758 10550 10202 10902;
9116 : 11058 7515 7982 1958;
9117 : 7541 1940 11215 13938;
9118 : 7141 9736 7756 12303;
9119 : 513 11121 14134 7212;
9120 : 11290 14891 11951 4723;
9121 : 3839 7232 13981 8629;
9122 : 9381 12581 3070 7037;
9123 : 7249 14161 2733 11307;
9124 : 10026 4023 5821 1841;
9125 : 6355 5742 5555 11797;
9126 : 8007 14552 2641 1157;
9127 : 7930 6606 10040 6743;
9128 : 3723 12041 4911 14765;
9129 : 9560 14440 11270 4332;
9130 : 5263 5472 13048 10389;
9131 : 4417 5253 11184 5668;
9132 : 6288 10879 11772 10786;
9133 : 8241 786 12666 10650;
9134 : 13836 7256 6463 8840;
9135 : 1931 11248 7114 7125;
9136 : 9436 7454 1270 2361;
9137 : 4332 333 14213 14088;
9138 : 13387 8815 3956 12839;
9139 : 11107 11310 11971 4085;
9140 : 14235 13489 192 11279;
9141 : 4382 3483 4327 10975;
9142 : 7065 1260 1736 14393;
9143 : 12822 13073 7861 9783;
9144 : 14396 1257 14565 12586;
9145 : 13172 11132 13284 8567;
9146 : 10338 815 14064 10487;
9147 : 9316 12536 6367 9473;
9148 : 12465 9968 2782 12216;
9149 : 3599 2834 1429 3257;
9150 : 13299 8858 10955 9835;
9151 : 3824 11295 12157 2802;
9152 : 11899 7160 12602 14543;
9153 : 12810 6011 3762 9936;
9154 : 8419 9161 5213 10806;
9155 : 9224 10830 14623 10435;
9156 : 13553 12356 14657 7670;
9157 : 7388 8827 1569 14606;
9158 : 3993 14860 7702 13582;
9159 : 9104 319 4189 14358;
9160 : 11475 349 12073 12802;
9161 : 12644 13213 9154 7095;
9162 : 9072 13337 6068 4372;
9163 : 5473 8910 889 3694;
9164 : 9591 11372 8273 5833;
9165 : 11421 8016 7313 12056;
9166 : 7996 980 1465 4220;
9167 : 5256 9712 12744 14915;
9168 : 1183 11455 4807 9402;
9169 : 12099 9285 3613 10842;
9170 : 9852 11672 7699 10576;
9171 : 11758 7312 13780 12148;
9172 : 14228 14553 7445 12630;
9173 : 9599 4975 11856 11799;
9174 : 14354 7084 9241 1226;
9175 : 11629 144 3018 2550;
9176 : 11949 9821 6886 4283;
9177 : 12916 11822 8111 5896;
9178 : 745 8703 13755 10460;
9179 : 9312 9437 2774 3916;
9180 : 10463 11050 1432 14922;
9181 : 1569 9549 3986 1308;
9182 : 8706 9014 12242 4373;
9183 : 7867 9923 7201 12128;
9184 : 11382 5827 2188 8740;
9185 : 4447 6515 9859 7383;
9186 : 5740 14269 2213 7236;
9187 : 8649 4614 7053 13765;
9188 : 8446 7830 14205 13857;
9189 : 13941 13891 4225 8355;
9190 : 11156 12672 6995 2058;
9191 : 11299 14829 10761 13601;
9192 : 6909 13517 6411 1438;
9193 : 5287 3931 12328 1185;
9194 : 8144 10541 9771 7754;
9195 : 13405 10787 10916 11807;
9196 : 10488 13359 10926 14385;
9197 : 9374 2840 2926 9296;
9198 : 7655 5124 1279 5534;
9199 : 14918 14020 10307 4815;
9200 : 10182 7494 10205 12812;
9201 : 622 5818 2859 7426;
9202 : 9802 14302 12306 6931;
9203 : 3829 11320 6264 5307;
9204 : 2145 11241 212 11584;
9205 : 10060 12324 8546 6283;
9206 : 9388 4282 1517 10534;
9207 : 3103 14996 3841 6096;
9208 : 12566 10513 739 7998;
9209 : 8501 140 467 14413;
9210 : 13489 3161 1180 13031;
9211 : 7141 4354 5301 10862;
9212 : 9753 10362 2660 11711;
9213 : 2785 11478 10434 11333;
9214 : 5510 13582 1427 14754;
9215 : 1246 5246 5858 6735;
9216 : 12655 13137 5095 1038;
9217 : 5107 9750 12955 9005;
9218 : 12659 14884 14857 1812;
9219 : 12207 4159 573 6675;
9220 : 13240 9244 8976 8581;
9221 : 2957 6630 12603 6789;
9222 : 1345 10285 5083 11567;
9223 : 12913 9858 7120 1624;
9224 : 2246 2861 9155 1918;
9225 : 3437 8798 2056 8965;
9226 : 7620 6327 1995 5644;
9227 : 1086 5912 7293 3721;
9228 : 11317 11745 10340 8770;
9229 : 7894 2357 11931 12697;
9230 : 14279 12892 12965 14179;
9231 : 4564 1352 3365 1142;
9232 : 12108 4700 5578 1500;
9233 : 5545 9405 7393 6983;
9234 : 155 9112 3131 12034;
9235 : 10047 10937 3799 14380;
9236 : 13353 11097 7609 5316;
9237 : 808 6800 11185 8630;
9238 : 2701 9400 3944 1495;
9239 : 14805 5067 13035 14932;
9240 : 2522 7693 7709 14201;
9241 : 8989 14911 9174 1786;
9242 : 5783 7254 2087 5789;
9243 : 10858 10930 12309 12670;
9244 : 13231 1370 6493 9220;
9245 : 9384 10372 11554 13220;
9246 : 3830 5010 10475 12482;
9247 : 11272 6704 1563 1732;
9248 : 8741 8200 9955 187;
9249 : 9577 13215 800 8546;
9250 : 13372 2740 1332 12013;
9251 : 11529 4050 9832 8611;
9252 : 11566 13528 13805 7193;
9253 : 5457 10545 14175 10942;
9254 : 12200 525 11201 14056;
9255 : 11880 2051 13421 12558;
9256 : 8899 2314 9874 12507;
9257 : 10987 14758 10324 14131;
9258 : 9361 2842 9905 14667;
9259 : 7749 2849 1942 9075;
9260 : 8220 6912 461 4633;
9261 : 8733 8971 13148 10096;
9262 : 1252 3480 1592 8003;
9263 : 1415 8197 3844 11062;
9264 : 9461 10590 3059 1447;
9265 : 9820 1622 8318 222;
9266 : 1916 5891 10611 12674;
9267 : 12594 772 11745 12816;
9268 : 2461 1252 12797 1079;
9269 : 12151 735 3607 3512;
9270 : 2220 8528 6760 8727;
9271 : 13018 8078 14015 14464;
9272 : 3985 11871 3548 4939;
9273 : 6617 5762 8846 5056;
9274 : 11567 5741 1342 10006;
9275 : 5800 8790 11168 5934;
9276 : 1485 14930 14014 4940;
9277 : 13121 11849 11417 5441;
9278 : 2664 5036 12330 13214;
9279 : 10740 7011 3964 5679;
9280 : 1742 12212 2568 14663;
9281 : 10101 1505 7096 6303;
9282 : 7091 6823 10951 10532;
9283 : 14071 2192 6795 1026;
9284 : 8260 14882 12376 527;
9285 : 12236 2136 9429 9169;
9286 : 9805 1438 5790 12009;
9287 : 2111 1418 13864 14658;
9288 : 3335 10832 8811 1290;
9289 : 5707 13328 11156 11787;
9290 : 14558 14332 10119 245;
9291 : 8135 12313 949 14786;
9292 : 7664 12740 8879 6501;
9293 : 9750 10414 7788 11725;
9294 : 7455 10900 2455 6192;
9295 : 8271 5098 4605 981;
9296 : 3180 9197 270 2948;
9297 : 6471 8896 13455 8314;
9298 : 11687 8867 6622 4066;
9299 : 14028 13566 10495 4413;
9300 : 11281 12721 8770 3969;
9301 : 2101 9889 7797 11597;
9302 : 8249 12688 5465 3843;
9303 : 13992 8269 2629 4831;
9304 : 5149 8452 5195 3252;
9305 : 1839 5982 4842 5074;
9306 : 13922 12081 14068 2337;
9307 : 11787 14146 13302 10857;
9308 : 14295 8204 11773 4849;
9309 : 4712 10175 5575 12267;
9310 : 4754 2531 9720 10000;
9311 : 10785 2272 10365 9887;
9312 : 13547 10616 7804 9179;
9313 : 13185 165 12782 5400;
9314 : 255 12370 7752 3945;
9315 : 9847 9340 12555 12480;
9316 : 9666 9147 14316 14883;
9317 : 13186 439 14388 4791;
9318 : 2856 2920 2401 14927;
9319 : 1018 9616 3043 3396;
9320 : 765 9741 11401 7858;
9321 : 8622 8481 13781 12407;
9322 : 587 10097 4170 11254;
9323 : 10766 13797 4418 7800;
9324 : 14375 4787 750 13020;
9325 : 3811 2490 13679 5290;
9326 : 1734 8978 9535 1247;
9327 : 899 10177 3851 12578;
9328 : 12012 5276 4611 12196;
9329 : 6731 7489 2049 12849;
9330 : 14944 1445 14838 8238;
9331 : 10668 13969 3478 14315;
9332 : 13323 1056 10511 12300;
9333 : 4291 1826 14292 11312;
9334 : 10204 9842 5675 11981;
9335 : 6108 469 9039 3811;
9336 : 5507 3386 4196 698;
9337 : 14802 14177 11197 4979;
9338 : 10273 6825 3172 13621;
9339 : 10010 13644 14301 3288;
9340 : 5823 13870 12092 9315;
9341 : 3117 1603 7638 10478;
9342 : 7623 11231 13161 2269;
9343 : 13199 1975 2751 2637;
9344 : 3588 9765 14875 6491;
9345 : 1630 12609 13307 13811;
9346 : 6 5716 12681 4943;
9347 : 7071 8643 14549 10157;
9348 : 8735 13019 11885 8460;
9349 : 4545 14810 8913 5774;
9350 : 12527 13334 12092 7381;
9351 : 5613 9790 63 5177;
9352 : 2560 1207 5512 11125;
9353 : 14195 10330 2256 14443;
9354 : 9687 11490 5773 11320;
9355 : 11693 12039 12283 6679;
9356 : 4216 10440 13663 10682;
9357 : 11684 1564 12417 3576;
9358 : 4140 7916 5739 13972;
9359 : 1304 5807 9638 12313;
9360 : 11276 14609 1852 12949;
9361 : 9258 14880 12605 10332;
9362 : 954 4797 9369 14883;
9363 : 14614 6564 8468 7602;
9364 : 12804 5777 11296 7441;
9365 : 7479 4478 2298 6516;
9366 : 6331 4470 12933 1179;
9367 : 9446 2750 2243 5000;
9368 : 5222 12046 14152 9644;
9369 : 14636 13859 9362 14679;
9370 : 3063 10356 13974 3013;
9371 : 2421 6946 7192 13629;
9372 : 13561 13191 4256 3413;
9373 : 13983 9045 1404 8732;
9374 : 7885 12424 9197 6762;
9375 : 10237 1572 823 8535;
9376 : 14763 3441 4301 7811;
9377 : 14510 4636 9898 4264;
9378 : 1537 2577 6538 515;
9379 : 5416 313 176 14499;
9380 : 6220 3774 94 9708;
9381 : 13401 14210 10161 9122;
9382 : 8984 11597 2927 1814;
9383 : 5021 4169 3451 7658;
9384 : 9245 11750 1581 3734;
9385 : 14403 4991 13047 11262;
9386 : 14000 4238 8861 14073;
9387 : 6562 12003 2512 8103;
9388 : 9206 6137 3393 2354;
9389 : 13500 10681 9856 14845;
9390 : 13324 8189 11931 8916;
9391 : 14959 8290 11665 9532;
9392 : 843 14303 13919 11501;
9393 : 10225 11990 10254 2918;
9394 : 12425 13568 11783 5223;
9395 : 11365 5446 10380 2682;
9396 : 7936 7244 2413 14510;
9397 : 4799 7892 2617 6838;
9398 : 9598 6820 14162 7204;
9399 : 5283 9687 14822 9443;
9400 : 11440 11259 4206 9238;
9401 : 13834 7900 4771 1440;
9402 : 13150 10508 9168 2450;
9403 : 2145 11508 5403 9038;
9404 : 7072 14795 13538 2030;
9405 : 7414 8225 13475 9233;
9406 : 5737 5589 6418 1623;
9407 : 9799 8681 6338 12803;
9408 : 12649 8856 10978 3766;
9409 : 8890 11682 2943 9077;
9410 : 7631 3036 5437 12548;
9411 : 3493 11045 10782 13167;
9412 : 610 8816 2680 10860;
9413 : 7615 10157 10965 10779;
9414 : 13073 6779 7712 7442;
9415 : 10456 654 11348 11429;
9416 : 13818 11903 1813 13457;
9417 : 305 14842 11190 10848;
9418 : 11484 10469 8017 10463;
9419 : 8835 1962 10820 9936;
9420 : 9055 4936 211 5653;
9421 : 13653 7214 3892 5691;
9422 : 9534 11075 8245 14282;
9423 : 11330 1459 2790 1467;
9424 : 5820 10038 10862 8449;
9425 : 2511 9068 12272 6489;
9426 : 8164 955 7643 12193;
9427 : 1214 5528 4158 14712;
9428 : 5227 6494 7911 12762;
9429 : 1662 10662 9285 476;
9430 : 270 4010 7431 1434;
9431 : 11802 9057 12871 6799;
9432 : 12342 8308 9531 12765;
9433 : 1435 4725 13725 9986;
9434 : 5307 14825 14163 4816;
9435 : 11742 226 11778 8227;
9436 : 12229 4120 264 9136;
9437 : 3286 9179 10621 13196;
9438 : 14549 8954 12067 865;
9439 : 6169 3157 13306 348;
9440 : 8340 918 2468 3598;
9441 : 994 4008 2530 15;
9442 : 4328 3122 1261 13048;
9443 : 12336 9399 11393 5477;
9444 : 1266 2193 1393 10835;
9445 : 9633 11607 2761 4147;
9446 : 11985 8901 11163 9367;
9447 : 12025 12104 513 10551;
9448 : 13084 11843 11066 5465;
9449 : 13609 12256 13361 8623;
9450 : 5992 11982 11148 14407;
9451 : 120 7671 3056 3166;
9452 : 3860 10538 50 8157;
9453 : 13450 12427 7898 636;
9454 : 11020 11027 1265 8182;
9455 : 8280 4589 10744 13049;
9456 : 12071 14330 3447 12416;
9457 : 12796 891 5549 12740;
9458 : 5287 9114 6453 3544;
9459 : 11405 6939 10767 14828;
9460 : 12499 7394 7625 7709;
9461 : 9920 1046 9264 4347;
9462 : 494 3543 7229 4698;
9463 : 10387 8306 7197 5501;
9464 : 4054 7217 10073 5106;
9465 : 2283 6339 12346 10004;
9466 : 1860 7047 12421 10685;
9467 : 7988 7581 1388 14725;
9468 : 1616 8539 9610 9885;
9469 : 14182 9555 12118 11947;
9470 : 4574 10583 13608 12838;
9471 : 2638 3981 12651 7200;
9472 : 14657 3743 14643 7507;
9473 : 9147 1240 2962 8929;
9474 : 2992 225 1494 5125;
9475 : 12370 3743 1903 14041;
9476 : 7158 5546 314 8636;
9477 : 1206 1053 9061 143;
9478 : 4121 7070 12689 7240;
9479 : 13273 13310 12801 12974;
9480 : 13641 14013 694 10505;
9481 : 9826 1356 9578 4668;
9482 : 7863 5144 3905 14864;
9483 : 12459 6968 3160 8476;
9484 : 14075 9908 9888 13336;
9485 : 5476 6161 3296 4812;
9486 : 11256 9038 4438 12407;
9487 : 12436 6791 13139 12709;
9488 : 13294 13013 7433 14629;
9489 : 5594 5208 2938 11429;
9490 : 5193 6454 5510 10032;
9491 : 3728 2770 5676 4552;
9492 : 7935 12917 9753 10026;
9493 : 5054 13754 10362 1319;
9494 : 4575 14104 11474 7207;
9495 : 7286 13243 14145 7638;
9496 : 338 2682 6543 6622;
9497 : 11098 1396 13742 11458;
9498 : 3695 11400 13425 9723;
9499 : 13404 11313 2660 11797;
9500 : 2618 5579 569 7368;
9501 : 13234 9619 13638 1536;
9502 : 7290 2296 13301 266;
9503 : 14099 489 12336 12207;
9504 : 9777 1716 55 10313;
9505 : 14665 7847 788 4388;
9506 : 14806 4137 10660 11927;
9507 : 8798 6888 6148 13028;
9508 : 12757 12930 9626 13185;
9509 : 12989 8092 796 4706;
9510 : 3191 9617 7681 14514;
9511 : 2807 14959 8365 11261;
9512 : 13875 4136 11810 7915;
9513 : 3152 1221 13120 14254;
9514 : 14329 3582 9620 2378;
9515 : 14094 7557 5229 13202;
9516 : 8153 10803 7896 14303;
9517 : 11048 10779 13582 11078;
9518 : 690 7079 10373 10345;
9519 : 12706 7185 8125 5994;
9520 : 12735 4212 5086 10923;
9521 : 4526 13586 6316 13073;
9522 : 12880 10329 6875 11824;
9523 : 9653 8252 10205 5143;
9524 : 8514 7231 4312 7522;
9525 : 3421 11324 11637 7253;
9526 : 10180 7223 2022 2137;
9527 : 12131 6649 2716 5563;
9528 : 6677 4222 1273 6332;
9529 : 8027 12906 6907 14849;
9530 : 11087 1625 8929 7147;
9531 : 5928 14559 9432 13252;
9532 : 12011 259 9391 14213;
9533 : 7787 8431 6339 11889;
9534 : 5919 11414 2180 9422;
9535 : 11933 7206 12 9326;
9536 : 11283 9017 8645 11010;
9537 : 3195 6245 3109 14744;
9538 : 10647 10172 9015 10928;
9539 : 3552 1882 7227 13918;
9540 : 8939 2226 4703 12397;
9541 : 7262 9784 1613 5804;
9542 : 5128 10444 14630 14241;
9543 : 7598 13678 12846 13289;
9544 : 4916 4997 276 11740;
9545 : 13943 4856 406 8888;
9546 : 9028 5412 12696 7135;
9547 : 12446 9753 12101 14565;
9548 : 12078 8288 11277 11219;
9549 : 13901 14039 9181 1838;
9550 : 12874 3603 8439 11486;
9551 : 13089 2616 7850 1919;
9552 : 13527 12989 14948 3882;
9553 : 6117 3293 1140 12142;
9554 : 6918 1092 7608 6292;
9555 : 10293 1369 9469 12325;
9556 : 1409 7418 5066 10069;
9557 : 4514 9980 7945 8615;
9558 : 4003 13295 5249 585;
9559 : 4270 4892 13331 2440;
9560 : 693 7762 4265 9129;
9561 : 7273 7713 9950 1346;
9562 : 8373 7400 1975 7810;
9563 : 6405 6235 1764 5387;
9564 : 10875 888 2040 8002;
9565 : 2180 4350 651 3946;
9566 : 12306 1858 12523 10612;
9567 : 9040 4068 11167 8430;
9568 : 14701 10664 13543 10335;
9569 : 10626 7755 13080 8550;
9570 : 13697 5865 10316 11790;
9571 : 5532 7424 9649 3754;
9572 : 6036 10226 14938 13648;
9573 : 7517 6530 7586 816;
9574 : 5878 14853 605 7146;
9575 : 6445 9872 4538 5488;
9576 : 6274 6699 1720 12244;
9577 : 3535 1772 9249 14592;
9578 : 3800 13520 9481 14267;
9579 : 9822 7687 13179 13782;
9580 : 3332 670 2212 4693;
9581 : 2776 10886 4548 11545;
9582 : 13254 9585 10389 11745;
9583 : 1792 12018 8403 179;
9584 : 7852 8241 8110 2130;
9585 : 8674 1654 12379 9582;
9586 : 10982 13956 4727 5082;
9587 : 12133 13101 809 6272;
9588 : 8060 7966 4058 14516;
9589 : 780 10597 9727 10177;
9590 : 4643 5267 13241 14212;
9591 : 8600 10968 9164 1845;
9592 : 10402 9606 12661 1729;
9593 : 9770 6461 12987 5418;
9594 : 2172 6827 7194 6725;
9595 : 13901 2958 561 4826;
9596 : 11075 7135 13978 7728;
9597 : 6130 14144 10556 12398;
9598 : 8438 9398 6389 7779;
9599 : 10617 9173 10254 10807;
9600 : 5659 12402 6255 11092;
9601 : 10881 8117 13515 8837;
9602 : 186 9619 3102 6851;
9603 : 14974 9884 14833 8128;
9604 : 6607 846 10018 2978;
9605 : 4314 12057 7688 12766;
9606 : 4562 9592 8932 5440;
9607 : 2494 12591 13994 8210;
9608 : 1894 9618 9923 10769;
9609 : 14998 3790 9663 42;
9610 : 5034 9468 11409 8851;
9611 : 11497 12293 14645 10309;
9612 : 3463 14765 5973 10959;
9613 : 973 696 12655 8712;
9614 : 663 1102 6305 9616;
9615 : 5748 14969 12939 3776;
9616 : 9614 373 9319 11933;
9617 : 9510 645 10323 3462;
9618 : 8752 14824 9608 7184;
9619 : 8111 2158 9501 9602;
9620 : 8911 9514 3264 2783;
9621 : 353 14041 12881 5773;
9622 : 8633 12429 12900 2362;
9623 : 931 12841 11079 3975;
9624 : 5143 4783 7993 7516;
9625 : 701 14953 10816 11286;
9626 : 10631 3879 13092 9508;
9627 : 4897 14650 2260 12590;
9628 : 4620 3202 2820 11713;
9629 : 4994 1245 5574 6464;
9630 : 14050 14042 10054 13721;
9631 : 11792 4545 11989 11497;
9632 : 10311 8199 13260 1280;
9633 : 14394 10840 9445 6942;
9634 : 9956 13511 13134 2226;
9635 : 13499 7620 1028 4795;
9636 : 11744 10190 5916 12447;
9637 : 7875 3795 1968 3684;
9638 : 6807 10195 9359 13507;
9639 : 6885 3044 13690 3112;
9640 : 8229 13252 5013 12175;
9641 : 8689 7968 13310 652;
9642 : 494 5646 2937 4973;
9643 : 5551 7093 10528 8672;
9644 : 9368 6196 12914 5713;
9645 : 13725 3260 11736 13345;
9646 : 14249 14921 1640 12065;
9647 : 838 8508 7008 11383;
9648 : 6304 4754 7642 8795;
9649 : 4175 9571 6247 3752;
9650 : 14158 9789 4746 13215;
9651 : 8766 2990 9850 7602;
9652 : 9657 2001 1102 3750;
9653 : 13847 12995 6102 9523;
9654 : 14967 10304 12127 5442;
9655 : 11097 10187 424 7561;
9656 : 7836 13306 940 4507;
9657 : 9652 5898 6220 14215;
9658 : 11146 734 8138 13916;
9659 : 10737 1875 14703 4804;
9660 : 10701 10892 3596 14883;
9661 : 3537 8768 7912 854;
9662 : 14714 11848 13832 3055;
9663 : 9609 14343 6978 3213;
9664 : 2021 12576 7636 5889;
9665 : 14506 13068 14075 8698;
9666 : 5420 8971 11808 9316;
9667 : 12227 13175 5522 1773;
9668 : 10013 10436 3143 14196;
9669 : 14482 8833 12520 654;
9670 : 664 11707 3924 11319;
9671 : 6835 10412 10543 10096;
9672 : 10152 10570 1284 13774;
9673 : 6932 11242 12687 2511;
9674 : 14579 2659 8509 13787;
9675 : 8472 9007 8418 10451;
9676 : 6174 3158 2510 7952;
9677 : 3490 1253 14342 14809;
9678 : 8394 3094 9718 11256;
9679 : 10899 14294 11253 2372;
9680 : 13300 1626 7090 14414;
9681 : 6071 9998 4011 4625;
9682 : 1798 4378 5531 13939;
9683 : 13394 6797 2295 5939;
9684 : 7352 10871 701 8878;
9685 : 10884 5209 3606 8634;
9686 : 11139 6880 8646 2504;
9687 : 9354 1365 9399 7681;
9688 : 13616 7116 8287 7145;
9689 : 7649 10689 9878 9690;
9690 : 3371 13661 9689 14183;
9691 : 12113 598 11022 1089;
9692 : 14738 5001 14458 11616;
9693 : 9984 10051 5244 7524;
9694 : 9743 1303 13353 10966;
9695 : 8044 6849 8215 13945;
9696 : 12742 136 2319 104;
9697 : 3728 10948 6676 13986;
9698 : 2890 1841 12996 518;
9699 : 14236 816 12007 12073;
9700 : 1021 13599 3395 5649;
9701 : 12715 4444 12968 14998;
9702 : 14222 9053 14141 10058;
9703 : 2750 3466 14594 6493;
9704 : 3317 11046 2338 1788;
9705 : 12949 14936 2944 4124;
9706 : 4900 8136 14204 12722;
9707 : 14084 3305 7576 12531;
9708 : 8467 6274 7081 9380;
9709 : 13718 10404 2857 12028;
9710 : 11990 4083 3468 9952;
9711 : 1238 3206 12254 18;
9712 : 9167 12244 6088 14770;
9713 : 7342 11860 4828 7843;
9714 : 10503 11897 11585 96;
9715 : 3538 9979 4493 14607;
9716 : 14503 5427 6299 11954;
9717 : 6790 3631 12121 4018;
9718 : 10632 303 2597 9678;
9719 : 6405 1076 700 7079;
9720 : 14477 9975 8414 9310;
9721 : 11873 2655 7445 14596;
9722 : 11786 12557 8825 212;
9723 : 9498 11374 12370 12232;
9724 : 3502 6905 1194 2986;
9725 : 11689 14140 4912 13544;
9726 : 6451 8304 14203 1475;
9727 : 10353 4776 2955 9589;
9728 : 6357 13872 3108 1159;
9729 : 14100 4186 10228 3930;
9730 : 2324 640 14815 6633;
9731 : 14733 5074 10837 196;
9732 : 2870 10509 12403 6149;
9733 : 6626 3877 7618 13852;
9734 : 10506 5072 5474 9041;
9735 : 12910 14884 6724 7105;
9736 : 6064 9118 6373 5670;
9737 : 11257 6346 3029 5395;
9738 : 318 5705 4394 4666;
9739 : 13495 14356 2145 10359;
9740 : 6677 8817 5490 13147;
9741 : 9320 13323 5016 4474;
